Geographicarea,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2001,74,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2002,74,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2003,77,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2004,76,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2005,75,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2006,75,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2007,74,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2008,75,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2009,79,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2010,84,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2011,85,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2012,87,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2013,88,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2014,89,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2015,89,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2016,89,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2017,88,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2018,88,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Kingdom,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2019,87,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Republic of Tanzania,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2014,29,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Republic of Tanzania,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2015,53,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Republic of Tanzania,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2016,63,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Republic of Tanzania,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2017,67,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Republic of Tanzania,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2018,68,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United Republic of Tanzania,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2019,72,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2000,85,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2001,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2002,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2003,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2004,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2005,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2006,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2007,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2008,87,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2009,88,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2010,89,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2011,90,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2012,91,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2013,91,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2014,92,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2015,93,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2016,94,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2017,94,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2018,94,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
United States,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2019,95,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uruguay,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2013,92,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uruguay,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2014,93,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uruguay,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2015,93,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uruguay,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2016,92,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uruguay,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2017,92,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uruguay,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2018,91,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uruguay,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2019,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2000,98,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2001,98,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2002,97,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2003,98,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2004,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2005,81,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2006,63,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2007,44,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2008,26,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2009,8,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2010,54,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2011,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2012,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2013,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2014,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2015,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2016,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2017,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2018,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2019,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2009,6,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2010,31,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2011,26,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2012,33,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2013,38,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2014,50,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2015,52,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2016,53,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
